sentiment,id,date,query,user,text
4,2002802842,Tue Jun 02 05:11:54 PDT 2009,NO_QUERY,vitamnchrystal,~~~~&gt; &quot;street dreams are made of these....who am ! to d!sagree&quot; (-4th!rty.......! LOVE TH!S SONG)....  
4,2001352899,Tue Jun 02 00:36:26 PDT 2009,NO_QUERY,analysisofpoe,@brigittepicot LOL exercise yes. brain gym. yes i did 
0,2297793861,Tue Jun 23 10:52:52 PDT 2009,NO_QUERY,kristeejo,@shadowfaerie ahhh i'll be driving to pick up hannah wed.  
0,2219315671,Thu Jun 18 00:15:45 PDT 2009,NO_QUERY,kimmy_gurl_33,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  "
4,2174867185,Sun Jun 14 23:30:14 PDT 2009,NO_QUERY,FairySteph,"ohhh! and and and, haha, lol. Swag? igotmyswagback?? HAhaa. Honestly I feel flattered. "
4,2066609465,Sun Jun 07 10:50:34 PDT 2009,NO_QUERY,Tabbulous,@jaxn do it  I'll follow and contribute.
4,2052624098,Sat Jun 06 01:23:33 PDT 2009,NO_QUERY,allisonconelly,White water here I come! 
4,1982856813,Sun May 31 12:02:13 PDT 2009,NO_QUERY,MsKnitSox,@JonathanRKnight for realz! Safe travels- hope things go much more smoothly this time around.   &amp; that you are having a great day so far!
0,2219386499,Thu Jun 18 00:25:14 PDT 2009,NO_QUERY,katrinawebb,@shaundiviney i fucking missed my call! what happens then 
0,2070820798,Sun Jun 07 18:21:14 PDT 2009,NO_QUERY,bhalleyhs,i want someone to cuddle with right now. 
4,2178235745,Mon Jun 15 07:24:00 PDT 2009,NO_QUERY,alexmercerscott,"@Astro_127 Fingers crossed, and all the best to you. Like millions, I'd love to be in your shoes. Maybe just for the launch part though. "
4,2047813369,Fri Jun 05 14:13:12 PDT 2009,NO_QUERY,BensStudio,Going to my aunts. Yay! Be warned. She is a facebooker. We will have fun though 
0,1556868104,Sun Apr 19 00:44:53 PDT 2009,NO_QUERY,LaujBadAss,day 2 w/o my iphone is not goin so good 
0,2066141815,Sun Jun 07 09:58:08 PDT 2009,NO_QUERY,haleydamm,so so burnt 
4,2052014206,Fri Jun 05 23:24:43 PDT 2009,NO_QUERY,ShrimptonGirl,@ShrimptonCoutur = mother: http://tinyurl.com/qg6h4n  @ShrimptonGirl = daughter: http://tinyurl.com/r8y8yf Let us know what you think! 
0,1753019777,Sat May 09 23:49:26 PDT 2009,NO_QUERY,mookyvet,"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. "
0,1880666283,Fri May 22 02:03:31 PDT 2009,NO_QUERY,djrickdawson,Jean Michel Jarre concert tomorrow  gotta work 7-3 before though 
0,1978513188,Sat May 30 23:35:33 PDT 2009,NO_QUERY,cmoncase,embarrassed. reality check 
4,1793548492,Thu May 14 03:06:55 PDT 2009,NO_QUERY,_DrInE_,@sillybeggar Congrats James !! I'm sure the book is going to be a huge success 
0,2014269923,Wed Jun 03 00:59:10 PDT 2009,NO_QUERY,BlackCat_Saya,@Rohan_01 You know..it's really sad that u know that ur classmate don't care about you..        sad memories T.T
0,2255538709,Sat Jun 20 11:24:54 PDT 2009,NO_QUERY,Kimber_Ann,@HOTTVampChick no  no more unless I win irvine tix or break down and go to another concert
4,1676191607,Fri May 01 21:20:31 PDT 2009,NO_QUERY,abid,just ha5 dinner at We be shushi. We be happy 
4,1759540939,Sun May 10 19:26:27 PDT 2009,NO_QUERY,WhoseLineRules,I won't get a chance to put in my FOB question in so I'm a little bummed but I'm watching Jim Gaffigan: King Baby so it's all good  BACON!
0,1823846837,Sat May 16 23:10:33 PDT 2009,NO_QUERY,kayfras,"Soooo, song of my night - beep  by bobby v.  I miss my mommy.  . But i will be w/ her in the a.m . Jimboy's was on hit tonight !"
4,1956618400,Thu May 28 22:16:50 PDT 2009,NO_QUERY,lethalz,excited that wristcutters is finally on On Demand 
4,1993246818,Mon Jun 01 10:04:08 PDT 2009,NO_QUERY,marenhogan,@nerdseyeview oh.my.goodness. I have been saying &quot;prophetess&quot; for years. I think I even screamed it at a concert. SO EMBARRASSED! 
4,2014000209,Wed Jun 03 00:10:18 PDT 2009,NO_QUERY,TaylorWakelin,@tracecyrus http://twitpic.com/6ipnf - Hmmm YUM   btw why you have so many tatoos ? not like i hate it or anything lol x
0,2179596492,Mon Jun 15 09:19:16 PDT 2009,NO_QUERY,DJMissfrenchie,"Been working hard. London had glorious weather, came back to Kent and it was raining "
4,1985751080,Sun May 31 17:42:12 PDT 2009,NO_QUERY,smaries_09,I know that I have issues but you're pretty fucked up too....so don't judge me 
4,1995316704,Mon Jun 01 13:17:44 PDT 2009,NO_QUERY,morganvsSTDs,Coffee date with the ladies  I see Cotie in a few hours &lt;3
4,2059331285,Sat Jun 06 16:43:01 PDT 2009,NO_QUERY,purplexcrayon,the Red Sox got a home run 
4,1685950623,Sun May 03 02:57:08 PDT 2009,NO_QUERY,pawmarks,"@spoggy hi bill, thx for the follow - you do a lot of affiliate marketing? ever tried mktg your OWN thing? "
0,2300053959,Tue Jun 23 13:40:33 PDT 2009,NO_QUERY,Livmarie828,"Sitting at work, waiting for the Receptionist to get off lunch so I can go to my dental    I hate it!"
0,2208991103,Wed Jun 17 09:52:44 PDT 2009,NO_QUERY,thisgrrrl,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?
4,1558619357,Sun Apr 19 08:55:14 PDT 2009,NO_QUERY,criiistaaayyy,Had a gooood wekeend  now having a biiig breakfast to then do my HW and have the night off
0,2002413813,Tue Jun 02 04:08:29 PDT 2009,NO_QUERY,BlackRabb1t010,Kirsten is never up in the morning. And i think she is mad at me 
4,1986616157,Sun May 31 19:04:59 PDT 2009,NO_QUERY,Curiosafmmb,@Psychic09 Allright. Good night &amp; thank you very much.   *hugs*  
0,2249522640,Fri Jun 19 22:29:41 PDT 2009,NO_QUERY,scottvarga,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
4,2001635328,Tue Jun 02 01:32:47 PDT 2009,NO_QUERY,30STMluva,@MariaJEchelon no prob! im glad youre enjoyin it 
0,1680803339,Sat May 02 12:31:57 PDT 2009,NO_QUERY,bl00dline,I.....want to.......go........home........ 
0,1986467205,Sun May 31 18:52:26 PDT 2009,NO_QUERY,valdivia1,&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours 
4,1932801400,Tue May 26 22:15:06 PDT 2009,NO_QUERY,ginellem,Night all. Only 5 hours of sleep last night &amp; I was cranky ALL day. Short with everyone. Tomorrow I shall have more patience &amp; bk 2 me 
0,1985567932,Sun May 31 17:21:13 PDT 2009,NO_QUERY,SupaJohn,@JeepGirlYJ94 I broke my arm 
4,2015184989,Wed Jun 03 03:57:25 PDT 2009,NO_QUERY,ShootDiva,@munz Go for it! Bridezillas is a good topic. Plus u have first hand experience. 
4,1992396556,Mon Jun 01 08:41:09 PDT 2009,NO_QUERY,CharliePodge,"@AstheniaRocks Feel abit poorly, but okay otherwise. Hungry tho.  as always. You okay shiney boy?x"
4,1980319227,Sun May 31 06:23:29 PDT 2009,NO_QUERY,dogzero,"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... "
4,1997215980,Mon Jun 01 16:27:35 PDT 2009,NO_QUERY,MissKsyn,@AlyssaVacco I kno... So I change that 100 to 200 ughh 
0,1834890367,Mon May 18 04:31:39 PDT 2009,NO_QUERY,Sibole,"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up."
4,2060295711,Sat Jun 06 18:38:17 PDT 2009,NO_QUERY,keellllyyyyxx33,getting all the writing off of mee. fun nightt 
0,2248322465,Fri Jun 19 20:26:34 PDT 2009,NO_QUERY,Joyz223,Shit! I lost my HK debit card 
0,1980342565,Sun May 31 06:27:45 PDT 2009,NO_QUERY,ToriLovesATL,my sister woke me up at like 7  im tireddd. i hope today is fun...
4,2189696490,Tue Jun 16 00:40:18 PDT 2009,NO_QUERY,SharaeReed,@Tyrese4ReaL if so can you share that #Tupac Memory with us 
0,2186028238,Mon Jun 15 18:15:11 PDT 2009,NO_QUERY,bostonaustin,"Meeting fail, nothing resolved. Going to be a rough week "
4,1882373680,Fri May 22 06:45:20 PDT 2009,NO_QUERY,erindeal,@RachelRoseberry @morganbritney....i started with my iced coffee as well  happy friday!
4,1835640172,Mon May 18 06:26:27 PDT 2009,NO_QUERY,lorileehoward,@jkaymackey very good manners! 
4,1984037413,Sun May 31 14:19:08 PDT 2009,NO_QUERY,theK4T3D4WG,@biancaduhh aww. i think someone put it up on youtube lol 
0,2174870612,Sun Jun 14 23:30:42 PDT 2009,NO_QUERY,cutiexdoll,just woke upp .... wanna go back to sleeep 
0,1967696553,Fri May 29 20:03:07 PDT 2009,NO_QUERY,elland,@pedroaugusto that was uncalled for 
0,2047667145,Fri Jun 05 13:59:53 PDT 2009,NO_QUERY,Beccaa93,@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x
4,2191220633,Tue Jun 16 04:48:04 PDT 2009,NO_QUERY,americas_angel,thanks to everyone following me  i have a bebo http://www.bebo.com/madison_pettisxx
0,2204492298,Wed Jun 17 02:21:33 PDT 2009,NO_QUERY,FizzyGingerBeer,@pwbbounce uh oh  but is that not good? its not got a hidden meaning or anything that i dont know about has it?
0,1555905211,Sat Apr 18 21:02:14 PDT 2009,NO_QUERY,superbryant,the phils lost and brad lidge blew a save 
0,2016557030,Wed Jun 03 06:59:04 PDT 2009,NO_QUERY,AmyBella21, MOT didnt go v.well
0,1989870919,Mon Jun 01 03:05:59 PDT 2009,NO_QUERY,imadreamer143,My throat is still soreeeee  I can't wait until this is overrrrr
4,1975456821,Sat May 30 15:11:46 PDT 2009,NO_QUERY,Dee_Groovy,@Cheekz you could always go to Seattle - I think they should have some cool places? 
4,1687308850,Sun May 03 08:20:52 PDT 2009,NO_QUERY,tweetles,@dinnerlady LOL! I love ur sense of humor! I'd better nevr let u find out bout my most embarrassing stuff. U'll nevr let me live it down! 
4,2059782465,Sat Jun 06 17:37:39 PDT 2009,NO_QUERY,nzTracey,"@waddling yup am now, complications were had so am home mending now, good to be out of hospital, missing the endless cups of tea tho "
0,2261547070,Sat Jun 20 20:57:47 PDT 2009,NO_QUERY,inashlalaland,one month ago i was the most happiest person.. n now.. ijustwannadie 
0,1754902748,Sun May 10 07:43:01 PDT 2009,NO_QUERY,alderina,@nanashambles the truth is aku ga tau caranya add contact 
0,1997882236,Mon Jun 01 17:37:11 PDT 2009,NO_QUERY,Seve76,A great hard training weekend is over.  a couple days of rest and lets do it again!  Lots of computer time to put in now 
0,2247463912,Fri Jun 19 19:08:10 PDT 2009,NO_QUERY,daneca10,whoah. i'm starting to miss him 
0,2011071956,Tue Jun 02 18:26:00 PDT 2009,NO_QUERY,jdarrah,Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle 
0,2237834545,Fri Jun 19 06:25:55 PDT 2009,NO_QUERY,simba909,Shopping with sis and Alex... I don't feel like shopping when on vacation 
0,1686231015,Sun May 03 04:27:03 PDT 2009,NO_QUERY,ghassanb,Fast Food For Lunch! 
0,2298444318,Tue Jun 23 11:41:10 PDT 2009,NO_QUERY,RaymundoMonge,Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!
4,1969767103,Sat May 30 01:09:03 PDT 2009,NO_QUERY,basketcase1986,Highland Wildlife park today yeyyy  Yuri and Sasha the tiggies....shorrttssssss aye
4,2044632613,Fri Jun 05 09:37:20 PDT 2009,NO_QUERY,robotandrea,"@amandapiell Oh, I'm a girl, and gaming computers are awesome - they support better graphics and sound, so games are pretty and don't lag "
4,1994631768,Mon Jun 01 12:13:15 PDT 2009,NO_QUERY,a_arcabascio,@ddlovato ahaha the McDonalds part was hilarious  hope your having funn.
4,2057009184,Sat Jun 06 12:12:08 PDT 2009,NO_QUERY,sarahstanley,@caseyore well when I have to move again I know where I am going!!  yay!! lol
0,1981657409,Sun May 31 09:37:08 PDT 2009,NO_QUERY,cyberbonn,"@Dansharon - chilling here, have to get back to chores "
4,1967455041,Fri May 29 19:36:40 PDT 2009,NO_QUERY,SkinCareGoober,"Does your skin care routine keep away redness, wrinkles, and acne? Mine does.      www.votrevu.com/socalbeauty  Want FREE samples?"
0,2327396964,Thu Jun 25 08:17:41 PDT 2009,NO_QUERY,MagicDandelions,"Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday. "
0,2191270369,Tue Jun 16 04:54:54 PDT 2009,NO_QUERY,vanessachelsea,"ow, i can't move my neck or my back   hurts too much and i don't know why D:"
4,1559517318,Sun Apr 19 11:20:56 PDT 2009,NO_QUERY,rayneelovex,@lilygetcrunkk septum and you are coming 
4,2063024681,Sun Jun 07 01:06:09 PDT 2009,NO_QUERY,jawadshuaib,"At first, I had my doubts that #nextMEDIA tech crowd could pull off the party at Aurora...but damn was I wrong! Goodnight everyone! "
0,2177068733,Mon Jun 15 05:22:58 PDT 2009,NO_QUERY,Lil_Miss_Dangaa,@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates 
4,1970537555,Sat May 30 04:15:49 PDT 2009,NO_QUERY,Millie_stillie,#myweakness  Is music and i live to meet the people who make it 
0,2182145174,Mon Jun 15 12:46:52 PDT 2009,NO_QUERY,ciuchs,is back to work!  #squarespace
0,2214077110,Wed Jun 17 16:14:07 PDT 2009,NO_QUERY,xxXHollyBopXxx,im annoyd they hav blocked fmylife on the school computers 
4,1962714005,Fri May 29 11:31:09 PDT 2009,NO_QUERY,kryptonlogic,"Did some Summer cleaning of my computer, removed 12.5GB "
0,2266549498,Sun Jun 21 08:41:58 PDT 2009,NO_QUERY,Grapesodaa,@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?
4,1563974653,Mon Apr 20 01:08:16 PDT 2009,NO_QUERY,OneRedSock,Morning world. It's a beautiful day  Here's hoping for some pathetic fallacy
4,1990002582,Mon Jun 01 03:33:08 PDT 2009,NO_QUERY,ceibner,@weisslu well if you are ever bored.... I'd give it a go! 
4,1880363468,Fri May 22 00:58:52 PDT 2009,NO_QUERY,Jayne0807,"Mornin all! Slept thro bleddy alarm again!! I'm sooo late, #followfriday recs to come later in the day. Have a good Friday "
0,2251810903,Sat Jun 20 04:39:04 PDT 2009,NO_QUERY,vy_twit,omfg why am I working right now? 
0,1753250003,Sun May 10 00:45:33 PDT 2009,NO_QUERY,syahrani,"Please don't leave, Tevez!  I rather dump Berbatov to be honest. a lazy player with 30 Mil tag. http://tinyurl.com/oddnpu (via @MUFCNews)"
0,2047502457,Fri Jun 05 13:44:56 PDT 2009,NO_QUERY,DinoGoesRawr,@goodlemax hee yepp i have to go to cottage soon  grr.
4,1971954762,Sat May 30 08:15:12 PDT 2009,NO_QUERY,terrymyers,"@carltonf @travisfitzwater Carlton better get on it. I just lapped him!  2256 followers as of this morning. ;) Travis, I'm comin' for ya! "
0,1559840103,Sun Apr 19 12:10:51 PDT 2009,NO_QUERY,JameeBean,So upset that spring break is like over 
0,1678389038,Sat May 02 06:32:48 PDT 2009,NO_QUERY,chasethenights,@riellaelise OH MY FREAKING GOD I HATE YOU 
4,1970132436,Sat May 30 02:35:11 PDT 2009,NO_QUERY,Steffi11,on the way to the airport 
0,2249156143,Fri Jun 19 21:49:09 PDT 2009,NO_QUERY,jazzfade,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E 
0,1976621099,Sat May 30 18:36:13 PDT 2009,NO_QUERY,Jezebel816,My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;)
4,1677310858,Sat May 02 01:26:00 PDT 2009,NO_QUERY,tristantales,In fairness. He smells good. 
4,2068726873,Sun Jun 07 14:35:21 PDT 2009,NO_QUERY,blueautopsy,@eve76 it would be fine if max and erma gave away those tasty salads each day. lol 
0,2053747145,Sat Jun 06 05:34:39 PDT 2009,NO_QUERY,rachaar,"@jnyemb oh no way, you can't do that! Sooo unfair "
4,2067779234,Sun Jun 07 12:56:47 PDT 2009,NO_QUERY,TRACTAHPULL,@jonathanrknight ......... 
0,2179843781,Mon Jun 15 09:39:41 PDT 2009,NO_QUERY,KrisCamp,im getting my wisdom teeth out tomorrrow 
0,2185503530,Mon Jun 15 17:28:52 PDT 2009,NO_QUERY,jenimayyy,@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas 
4,2049707510,Fri Jun 05 17:21:21 PDT 2009,NO_QUERY,Malimili,@lalamana @souljaboytellem maybe coz of hight hill. Tc 
0,2059405445,Sat Jun 06 16:52:05 PDT 2009,NO_QUERY,paranoiattackk,"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. "
0,2216010821,Wed Jun 17 18:55:17 PDT 2009,NO_QUERY,almostsmada,@lolevo I CAN'T BELIEVE YOU WIID WITHOUT ME! That's what I get for leaving the country  I love you. You're gorgeous. I miss your face.
4,1759389413,Sun May 10 19:06:21 PDT 2009,NO_QUERY,watchitnow,@MayaaKibbel the bahamas is the best place ever to relax. i can't wait to go back 
0,2179518179,Mon Jun 15 09:12:48 PDT 2009,NO_QUERY,meechi_blue,@IRe_laNd 
0,2179230885,Mon Jun 15 08:49:26 PDT 2009,NO_QUERY,FlyOne,No internet at work  I can't fix my resume and email it to the new spot
0,2323250377,Thu Jun 25 00:13:40 PDT 2009,NO_QUERY,kpartridge11,"is tired of putting forth soooo much effort, and getting nothing in return. "
4,1827600064,Sun May 17 11:03:08 PDT 2009,NO_QUERY,chelseasmile__,@iamtherumour_ annnie babes!  i have to revise for busman  give me sympathy. hahaha
4,1971676578,Sat May 30 07:38:57 PDT 2009,NO_QUERY,Jade15Lee,"it's not my job to know anybody, anybody says so, I would immediately keep distance with them......... "
0,2199382523,Tue Jun 16 17:25:20 PDT 2009,NO_QUERY,vanessasaywhaaa,@tromboneforhire nooope  its long gone. getting an iphone soon
4,2004687759,Tue Jun 02 08:35:17 PDT 2009,NO_QUERY,Liberace4Life,@emilypoe Thanks!  
0,2213065445,Wed Jun 17 14:53:29 PDT 2009,NO_QUERY,M641,@AndrewKungPhoto  nopers... dreadful I know.
4,2066884419,Sun Jun 07 11:21:01 PDT 2009,NO_QUERY,christinastrain,My dog is definitely cuter than yours. 
0,2179192623,Mon Jun 15 08:46:20 PDT 2009,NO_QUERY,irniamegaputri,@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain 
4,1794620991,Thu May 14 06:12:53 PDT 2009,NO_QUERY,nancefinance,@bondscoop thanks -- no wonder I couldn't find it. I 'll take my $$ out of the mattress now. 
0,2013023807,Tue Jun 02 21:45:34 PDT 2009,NO_QUERY,RandomShelly,@gaudet2 I could tell the shading  - I didn't get any color  m/b the dolphin one I want to get - like that pic in the vid of my son?
4,1677444244,Sat May 02 02:06:26 PDT 2009,NO_QUERY,ninthspace,@steveellwood There sure seems to be a lot of Cromarty in your life today.  Hope the weather stays fine for the fence painting.
4,2181054252,Mon Jun 15 11:18:15 PDT 2009,NO_QUERY,TheGregz,"whoo ah whoo, each night we have a walk, it almost breaks my heart, because im so afraid we'll have to part  "
4,2061028856,Sat Jun 06 20:02:30 PDT 2009,NO_QUERY,ohhsokay,@CorkyIsCrazy Night 
4,1881553025,Fri May 22 04:58:26 PDT 2009,NO_QUERY,CatQ,help! I'm getting addicted to twitter... working at twitting at the same time 
0,1556550702,Sat Apr 18 23:17:26 PDT 2009,NO_QUERY,griffmiester,"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. "
4,1469133025,Tue Apr 07 05:19:57 PDT 2009,NO_QUERY,Bowser_Boy,I love the theme song. &quot;It all started with the big bang BANG!!!&quot; 
0,2177756662,Mon Jun 15 06:39:05 PDT 2009,NO_QUERY,x__claireyy__x,"Right, off to work  Only 5 hours to go until I'm free xD"
4,2058027564,Sat Jun 06 14:07:24 PDT 2009,NO_QUERY,agasaro,@indiemoviemaker thanks 4 including me in your shoutout 
0,2230638095,Thu Jun 18 17:23:44 PDT 2009,NO_QUERY,soridicuLES,@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep
0,1983176902,Sun May 31 12:39:11 PDT 2009,NO_QUERY,pollysmall,"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully..."
4,1751715490,Sat May 09 20:06:11 PDT 2009,NO_QUERY,KellyShibari,"@thomaskattus you asked about my SF schedule, dahling...maybe next time "
0,1553109752,Sat Apr 18 13:23:57 PDT 2009,NO_QUERY,hollygable,"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things "
0,2053105176,Sat Jun 06 03:17:32 PDT 2009,NO_QUERY,stormygt,work was horrible. so damn busy. why???WHY?????? sore now 
4,2002372988,Tue Jun 02 04:01:17 PDT 2009,NO_QUERY,Caraa_x,Waiting for mum friend to come he gonna teach me how to drive a land rover  luuv big cars ;) 
0,2050009982,Fri Jun 05 17:54:15 PDT 2009,NO_QUERY,acissssej,Watching naruto and josh stole my fruit snacks 
0,2067619204,Sun Jun 07 12:39:52 PDT 2009,NO_QUERY,Joe_McHugh,eaten way too much junk food. feel as if i'm about to explode! not good 
0,1468136206,Mon Apr 06 23:54:54 PDT 2009,NO_QUERY,Sam_Symons,"@riskyrevenge Wait, what? Sick? "
0,2266892916,Sun Jun 21 09:16:29 PDT 2009,NO_QUERY,missmoose313,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! 
0,1984898930,Sun May 31 16:01:45 PDT 2009,NO_QUERY,OhSunshine_,@FaketragedyCom i know 
0,2233967431,Thu Jun 18 22:11:55 PDT 2009,NO_QUERY,bradwhiteau,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet."
4,1971258089,Sat May 30 06:39:02 PDT 2009,NO_QUERY,pjaramirez16,@laurasap Still Learning... But Always Want To Rock! Whoot! hehe  LOL
4,1972277565,Sat May 30 08:55:25 PDT 2009,NO_QUERY,likelemonade,"just had lunch...lol btw, good afternoon ppl "
4,1957381882,Fri May 29 00:19:42 PDT 2009,NO_QUERY,xcharlotteyx,@ironikfans thanks for the follow  x
0,1932287974,Tue May 26 21:10:34 PDT 2009,NO_QUERY,pressrecordmag,"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?"
4,1978095148,Sat May 30 22:25:47 PDT 2009,NO_QUERY,sheisakid,@tommcfly please tom! say 'hola' to the argentinian fans! 
0,1998827283,Mon Jun 01 19:11:22 PDT 2009,NO_QUERY,adrijuicy,i really need to vomit 
4,1966182915,Fri May 29 17:16:53 PDT 2009,NO_QUERY,paulhoza,@SCottNYdam:  Hope you're mending up well.  I look forward to seeing you buzzing around France soon.  
0,1827510584,Sun May 17 10:51:51 PDT 2009,NO_QUERY,AfricanoBOi,@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!
0,1676726411,Fri May 01 22:58:52 PDT 2009,NO_QUERY,shtevo,"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. "
4,1991240544,Mon Jun 01 06:40:21 PDT 2009,NO_QUERY,ryanmcflyyy,I'm gonna cuddle with my dog and play Donkey Kong. My life is pathetic 
0,2325355258,Thu Jun 25 05:17:23 PDT 2009,NO_QUERY,nicksynet,@SuperKaylo where is the monkey island interview I can not find it  http://myloc.me/5zQG
4,2056536151,Sat Jun 06 11:19:29 PDT 2009,NO_QUERY,shih_wei,"@jldavid Hey, nice new pic! Sounds like you had a good trip. "
0,1881828765,Fri May 22 05:39:18 PDT 2009,NO_QUERY,superniknok,gosh i miss junpyo!  gotta hit quiapo for the the BOF dvd! LOL
4,2054921352,Sat Jun 06 08:20:56 PDT 2009,NO_QUERY,hiivebooks,"Of course, as always, Jerry wants some tweaks to the covers... Bah! It wouldn't annoy me so much if he wasn't right "
4,2052004369,Fri Jun 05 23:23:01 PDT 2009,NO_QUERY,erngirl,"Aww, I love Tom Milsom's music. @hexachordal  Think you don't get enough appreciation. "
4,2012971109,Tue Jun 02 21:39:02 PDT 2009,NO_QUERY,sujal,@ESPN_ProdGirl thanks. we had a good team working on this. More stuff to come. 
4,1881884917,Fri May 22 05:46:51 PDT 2009,NO_QUERY,aemili0,por fin viernesssssssssssssssssssssssssssssssss... 
0,2221749067,Thu Jun 18 05:56:30 PDT 2009,NO_QUERY,AmyKachurak,@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh 
0,2190790629,Tue Jun 16 03:44:11 PDT 2009,NO_QUERY,sadbuttrue,"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them "
0,2236392031,Fri Jun 19 03:35:31 PDT 2009,NO_QUERY,muffyn71,Now in line for the famous Leng Kee Beef Kuay Teow! 11ppl ahead of me  But fr experience it's always been worth the wait!
4,1989230751,Mon Jun 01 00:47:58 PDT 2009,NO_QUERY,emz2287,"lol she is definatley insane,if you couldnt tell from the start then you wernt paying much attention ppl!! "
